idate,icy,icm,iwy,iwm,cfs_taf,dateserial
2/28/1967 23:59,1967,2,1967,5,0.05553719,196702
3/31/1967 23:59,1967,3,1967,6,0.061487603,196703
4/30/1967 23:59,1967,4,1967,7,0.059504132,196704
5/31/1967 23:59,1967,5,1967,8,0.061487603,196705
6/30/1967 23:59,1967,6,1967,9,0.059504132,196706
7/31/1967 23:59,1967,7,1967,10,0.061487603,196707
8/31/1967 23:59,1967,8,1967,11,0.061487603,196708
9/30/1967 23:59,1967,9,1967,12,0.059504132,196709
10/31/1967 23:59,1967,10,1968,1,0.061487603,196710
11/30/1967 23:59,1967,11,1968,2,0.059504132,196711
12/31/1967 23:59,1967,12,1968,3,0.061487603,196712
1/31/1968 23:59,1968,1,1968,4,0.061487603,196801
2/29/1968 23:59,1968,2,1968,5,0.057520661,196802
3/31/1968 23:59,1968,3,1968,6,0.061487603,196803
4/30/1968 23:59,1968,4,1968,7,0.059504132,196804
5/31/1968 23:59,1968,5,1968,8,0.061487603,196805
6/30/1968 23:59,1968,6,1968,9,0.059504132,196806
7/31/1968 23:59,1968,7,1968,10,0.061487603,196807
8/31/1968 23:59,1968,8,1968,11,0.061487603,196808
9/30/1968 23:59,1968,9,1968,12,0.059504132,196809
10/31/1968 23:59,1968,10,1969,1,0.061487603,196810
11/30/1968 23:59,1968,11,1969,2,0.059504132,196811
12/31/1968 23:59,1968,12,1969,3,0.061487603,196812
1/31/1969 23:59,1969,1,1969,4,0.061487603,196901
2/28/1969 23:59,1969,2,1969,5,0.05553719,196902
3/31/1969 23:59,1969,3,1969,6,0.061487603,196903
4/30/1969 23:59,1969,4,1969,7,0.059504132,196904
5/31/1969 23:59,1969,5,1969,8,0.061487603,196905
6/30/1969 23:59,1969,6,1969,9,0.059504132,196906
7/31/1969 23:59,1969,7,1969,10,0.061487603,196907
8/31/1969 23:59,1969,8,1969,11,0.061487603,196908
9/30/1969 23:59,1969,9,1969,12,0.059504132,196909
10/31/1969 23:59,1969,10,1970,1,0.061487603,196910
11/30/1969 23:59,1969,11,1970,2,0.059504132,196911
12/31/1969 23:59,1969,12,1970,3,0.061487603,196912
1/31/1970 23:59,1970,1,1970,4,0.061487603,197001
2/28/1970 23:59,1970,2,1970,5,0.05553719,197002
3/31/1970 23:59,1970,3,1970,6,0.061487603,197003
4/30/1970 23:59,1970,4,1970,7,0.059504132,197004
5/31/1970 23:59,1970,5,1970,8,0.061487603,197005
6/30/1970 23:59,1970,6,1970,9,0.059504132,197006
7/31/1970 23:59,1970,7,1970,10,0.061487603,197007
8/31/1970 23:59,1970,8,1970,11,0.061487603,197008
9/30/1970 23:59,1970,9,1970,12,0.059504132,197009
10/31/1970 23:59,1970,10,1971,1,0.061487603,197010
11/30/1970 23:59,1970,11,1971,2,0.059504132,197011
12/31/1970 23:59,1970,12,1971,3,0.061487603,197012
1/31/1971 23:59,1971,1,1971,4,0.061487603,197101
2/28/1971 23:59,1971,2,1971,5,0.05553719,197102
3/31/1971 23:59,1971,3,1971,6,0.061487603,197103
4/30/1971 23:59,1971,4,1971,7,0.059504132,197104
5/31/1971 23:59,1971,5,1971,8,0.061487603,197105
6/30/1971 23:59,1971,6,1971,9,0.059504132,197106
7/31/1971 23:59,1971,7,1971,10,0.061487603,197107
8/31/1971 23:59,1971,8,1971,11,0.061487603,197108
9/30/1971 23:59,1971,9,1971,12,0.059504132,197109
10/31/1971 23:59,1971,10,1972,1,0.061487603,197110
11/30/1971 23:59,1971,11,1972,2,0.059504132,197111
12/31/1971 23:59,1971,12,1972,3,0.061487603,197112
1/31/1972 23:59,1972,1,1972,4,0.061487603,197201
2/29/1972 23:59,1972,2,1972,5,0.057520661,197202
3/31/1972 23:59,1972,3,1972,6,0.061487603,197203
4/30/1972 23:59,1972,4,1972,7,0.059504132,197204
5/31/1972 23:59,1972,5,1972,8,0.061487603,197205
6/30/1972 23:59,1972,6,1972,9,0.059504132,197206
7/31/1972 23:59,1972,7,1972,10,0.061487603,197207
8/31/1972 23:59,1972,8,1972,11,0.061487603,197208
9/30/1972 23:59,1972,9,1972,12,0.059504132,197209
10/31/1972 23:59,1972,10,1973,1,0.061487603,197210
11/30/1972 23:59,1972,11,1973,2,0.059504132,197211
12/31/1972 23:59,1972,12,1973,3,0.061487603,197212
1/31/1973 23:59,1973,1,1973,4,0.061487603,197301
2/28/1973 23:59,1973,2,1973,5,0.05553719,197302
3/31/1973 23:59,1973,3,1973,6,0.061487603,197303
4/30/1973 23:59,1973,4,1973,7,0.059504132,197304
5/31/1973 23:59,1973,5,1973,8,0.061487603,197305
6/30/1973 23:59,1973,6,1973,9,0.059504132,197306
7/31/1973 23:59,1973,7,1973,10,0.061487603,197307
8/31/1973 23:59,1973,8,1973,11,0.061487603,197308
9/30/1973 23:59,1973,9,1973,12,0.059504132,197309
10/31/1973 23:59,1973,10,1974,1,0.061487603,197310
11/30/1973 23:59,1973,11,1974,2,0.059504132,197311
12/31/1973 23:59,1973,12,1974,3,0.061487603,197312
1/31/1974 23:59,1974,1,1974,4,0.061487603,197401
2/28/1974 23:59,1974,2,1974,5,0.05553719,197402
3/31/1974 23:59,1974,3,1974,6,0.061487603,197403
4/30/1974 23:59,1974,4,1974,7,0.059504132,197404
5/31/1974 23:59,1974,5,1974,8,0.061487603,197405
6/30/1974 23:59,1974,6,1974,9,0.059504132,197406
7/31/1974 23:59,1974,7,1974,10,0.061487603,197407
8/31/1974 23:59,1974,8,1974,11,0.061487603,197408
9/30/1974 23:59,1974,9,1974,12,0.059504132,197409
10/31/1974 23:59,1974,10,1975,1,0.061487603,197410
11/30/1974 23:59,1974,11,1975,2,0.059504132,197411
12/31/1974 23:59,1974,12,1975,3,0.061487603,197412
1/31/1975 23:59,1975,1,1975,4,0.061487603,197501
2/28/1975 23:59,1975,2,1975,5,0.05553719,197502
3/31/1975 23:59,1975,3,1975,6,0.061487603,197503
4/30/1975 23:59,1975,4,1975,7,0.059504132,197504
5/31/1975 23:59,1975,5,1975,8,0.061487603,197505
6/30/1975 23:59,1975,6,1975,9,0.059504132,197506
7/31/1975 23:59,1975,7,1975,10,0.061487603,197507
8/31/1975 23:59,1975,8,1975,11,0.061487603,197508
9/30/1975 23:59,1975,9,1975,12,0.059504132,197509
10/31/1975 23:59,1975,10,1976,1,0.061487603,197510
11/30/1975 23:59,1975,11,1976,2,0.059504132,197511
12/31/1975 23:59,1975,12,1976,3,0.061487603,197512
1/31/1976 23:59,1976,1,1976,4,0.061487603,197601
2/29/1976 23:59,1976,2,1976,5,0.057520661,197602
3/31/1976 23:59,1976,3,1976,6,0.061487603,197603
4/30/1976 23:59,1976,4,1976,7,0.059504132,197604
5/31/1976 23:59,1976,5,1976,8,0.061487603,197605
6/30/1976 23:59,1976,6,1976,9,0.059504132,197606
7/31/1976 23:59,1976,7,1976,10,0.061487603,197607
8/31/1976 23:59,1976,8,1976,11,0.061487603,197608
9/30/1976 23:59,1976,9,1976,12,0.059504132,197609
10/31/1976 23:59,1976,10,1977,1,0.061487603,197610
11/30/1976 23:59,1976,11,1977,2,0.059504132,197611
12/31/1976 23:59,1976,12,1977,3,0.061487603,197612
1/31/1977 23:59,1977,1,1977,4,0.061487603,197701
2/28/1977 23:59,1977,2,1977,5,0.05553719,197702
3/31/1977 23:59,1977,3,1977,6,0.061487603,197703
4/30/1977 23:59,1977,4,1977,7,0.059504132,197704
5/31/1977 23:59,1977,5,1977,8,0.061487603,197705
6/30/1977 23:59,1977,6,1977,9,0.059504132,197706
7/31/1977 23:59,1977,7,1977,10,0.061487603,197707
8/31/1977 23:59,1977,8,1977,11,0.061487603,197708
9/30/1977 23:59,1977,9,1977,12,0.059504132,197709
10/31/1977 23:59,1977,10,1978,1,0.061487603,197710
11/30/1977 23:59,1977,11,1978,2,0.059504132,197711
12/31/1977 23:59,1977,12,1978,3,0.061487603,197712
1/31/1978 23:59,1978,1,1978,4,0.061487603,197801
2/28/1978 23:59,1978,2,1978,5,0.05553719,197802
3/31/1978 23:59,1978,3,1978,6,0.061487603,197803
4/30/1978 23:59,1978,4,1978,7,0.059504132,197804
5/31/1978 23:59,1978,5,1978,8,0.061487603,197805
6/30/1978 23:59,1978,6,1978,9,0.059504132,197806
7/31/1978 23:59,1978,7,1978,10,0.061487603,197807
8/31/1978 23:59,1978,8,1978,11,0.061487603,197808
9/30/1978 23:59,1978,9,1978,12,0.059504132,197809
10/31/1978 23:59,1978,10,1979,1,0.061487603,197810
11/30/1978 23:59,1978,11,1979,2,0.059504132,197811
12/31/1978 23:59,1978,12,1979,3,0.061487603,197812
1/31/1979 23:59,1979,1,1979,4,0.061487603,197901
2/28/1979 23:59,1979,2,1979,5,0.05553719,197902
3/31/1979 23:59,1979,3,1979,6,0.061487603,197903
4/30/1979 23:59,1979,4,1979,7,0.059504132,197904
5/31/1979 23:59,1979,5,1979,8,0.061487603,197905
6/30/1979 23:59,1979,6,1979,9,0.059504132,197906
7/31/1979 23:59,1979,7,1979,10,0.061487603,197907
8/31/1979 23:59,1979,8,1979,11,0.061487603,197908
9/30/1979 23:59,1979,9,1979,12,0.059504132,197909
10/31/1979 23:59,1979,10,1980,1,0.061487603,197910
11/30/1979 23:59,1979,11,1980,2,0.059504132,197911
12/31/1979 23:59,1979,12,1980,3,0.061487603,197912
1/31/1980 23:59,1980,1,1980,4,0.061487603,198001
2/29/1980 23:59,1980,2,1980,5,0.057520661,198002
3/31/1980 23:59,1980,3,1980,6,0.061487603,198003
4/30/1980 23:59,1980,4,1980,7,0.059504132,198004
5/31/1980 23:59,1980,5,1980,8,0.061487603,198005
6/30/1980 23:59,1980,6,1980,9,0.059504132,198006
7/31/1980 23:59,1980,7,1980,10,0.061487603,198007
8/31/1980 23:59,1980,8,1980,11,0.061487603,198008
9/30/1980 23:59,1980,9,1980,12,0.059504132,198009
10/31/1980 23:59,1980,10,1981,1,0.061487603,198010
11/30/1980 23:59,1980,11,1981,2,0.059504132,198011
12/31/1980 23:59,1980,12,1981,3,0.061487603,198012
1/31/1981 23:59,1981,1,1981,4,0.061487603,198101
2/28/1981 23:59,1981,2,1981,5,0.05553719,198102
3/31/1981 23:59,1981,3,1981,6,0.061487603,198103
4/30/1981 23:59,1981,4,1981,7,0.059504132,198104
5/31/1981 23:59,1981,5,1981,8,0.061487603,198105
6/30/1981 23:59,1981,6,1981,9,0.059504132,198106
7/31/1981 23:59,1981,7,1981,10,0.061487603,198107
8/31/1981 23:59,1981,8,1981,11,0.061487603,198108
9/30/1981 23:59,1981,9,1981,12,0.059504132,198109
10/31/1981 23:59,1981,10,1982,1,0.061487603,198110
11/30/1981 23:59,1981,11,1982,2,0.059504132,198111
12/31/1981 23:59,1981,12,1982,3,0.061487603,198112
1/31/1982 23:59,1982,1,1982,4,0.061487603,198201
2/28/1982 23:59,1982,2,1982,5,0.05553719,198202
3/31/1982 23:59,1982,3,1982,6,0.061487603,198203
4/30/1982 23:59,1982,4,1982,7,0.059504132,198204
5/31/1982 23:59,1982,5,1982,8,0.061487603,198205
6/30/1982 23:59,1982,6,1982,9,0.059504132,198206
7/31/1982 23:59,1982,7,1982,10,0.061487603,198207
8/31/1982 23:59,1982,8,1982,11,0.061487603,198208
9/30/1982 23:59,1982,9,1982,12,0.059504132,198209
10/31/1982 23:59,1982,10,1983,1,0.061487603,198210
11/30/1982 23:59,1982,11,1983,2,0.059504132,198211
12/31/1982 23:59,1982,12,1983,3,0.061487603,198212
1/31/1983 23:59,1983,1,1983,4,0.061487603,198301
2/28/1983 23:59,1983,2,1983,5,0.05553719,198302
3/31/1983 23:59,1983,3,1983,6,0.061487603,198303
4/30/1983 23:59,1983,4,1983,7,0.059504132,198304
5/31/1983 23:59,1983,5,1983,8,0.061487603,198305
6/30/1983 23:59,1983,6,1983,9,0.059504132,198306
7/31/1983 23:59,1983,7,1983,10,0.061487603,198307
8/31/1983 23:59,1983,8,1983,11,0.061487603,198308
9/30/1983 23:59,1983,9,1983,12,0.059504132,198309
10/31/1983 23:59,1983,10,1984,1,0.061487603,198310
11/30/1983 23:59,1983,11,1984,2,0.059504132,198311
12/31/1983 23:59,1983,12,1984,3,0.061487603,198312
1/31/1984 23:59,1984,1,1984,4,0.061487603,198401
2/29/1984 23:59,1984,2,1984,5,0.057520661,198402
3/31/1984 23:59,1984,3,1984,6,0.061487603,198403
4/30/1984 23:59,1984,4,1984,7,0.059504132,198404
5/31/1984 23:59,1984,5,1984,8,0.061487603,198405
6/30/1984 23:59,1984,6,1984,9,0.059504132,198406
7/31/1984 23:59,1984,7,1984,10,0.061487603,198407
8/31/1984 23:59,1984,8,1984,11,0.061487603,198408
9/30/1984 23:59,1984,9,1984,12,0.059504132,198409
10/31/1984 23:59,1984,10,1985,1,0.061487603,198410
11/30/1984 23:59,1984,11,1985,2,0.059504132,198411
12/31/1984 23:59,1984,12,1985,3,0.061487603,198412
1/31/1985 23:59,1985,1,1985,4,0.061487603,198501
2/28/1985 23:59,1985,2,1985,5,0.05553719,198502
3/31/1985 23:59,1985,3,1985,6,0.061487603,198503
4/30/1985 23:59,1985,4,1985,7,0.059504132,198504
5/31/1985 23:59,1985,5,1985,8,0.061487603,198505
6/30/1985 23:59,1985,6,1985,9,0.059504132,198506
7/31/1985 23:59,1985,7,1985,10,0.061487603,198507
8/31/1985 23:59,1985,8,1985,11,0.061487603,198508
9/30/1985 23:59,1985,9,1985,12,0.059504132,198509
10/31/1985 23:59,1985,10,1986,1,0.061487603,198510
11/30/1985 23:59,1985,11,1986,2,0.059504132,198511
12/31/1985 23:59,1985,12,1986,3,0.061487603,198512
1/31/1986 23:59,1986,1,1986,4,0.061487603,198601
2/28/1986 23:59,1986,2,1986,5,0.05553719,198602
3/31/1986 23:59,1986,3,1986,6,0.061487603,198603
4/30/1986 23:59,1986,4,1986,7,0.059504132,198604
5/31/1986 23:59,1986,5,1986,8,0.061487603,198605
6/30/1986 23:59,1986,6,1986,9,0.059504132,198606
7/31/1986 23:59,1986,7,1986,10,0.061487603,198607
8/31/1986 23:59,1986,8,1986,11,0.061487603,198608
9/30/1986 23:59,1986,9,1986,12,0.059504132,198609
10/31/1986 23:59,1986,10,1987,1,0.061487603,198610
11/30/1986 23:59,1986,11,1987,2,0.059504132,198611
12/31/1986 23:59,1986,12,1987,3,0.061487603,198612
1/31/1987 23:59,1987,1,1987,4,0.061487603,198701
2/28/1987 23:59,1987,2,1987,5,0.05553719,198702
3/31/1987 23:59,1987,3,1987,6,0.061487603,198703
4/30/1987 23:59,1987,4,1987,7,0.059504132,198704
5/31/1987 23:59,1987,5,1987,8,0.061487603,198705
6/30/1987 23:59,1987,6,1987,9,0.059504132,198706
7/31/1987 23:59,1987,7,1987,10,0.061487603,198707
8/31/1987 23:59,1987,8,1987,11,0.061487603,198708
9/30/1987 23:59,1987,9,1987,12,0.059504132,198709
10/31/1987 23:59,1987,10,1988,1,0.061487603,198710
11/30/1987 23:59,1987,11,1988,2,0.059504132,198711
12/31/1987 23:59,1987,12,1988,3,0.061487603,198712
1/31/1988 23:59,1988,1,1988,4,0.061487603,198801
2/29/1988 23:59,1988,2,1988,5,0.057520661,198802
3/31/1988 23:59,1988,3,1988,6,0.061487603,198803
4/30/1988 23:59,1988,4,1988,7,0.059504132,198804
5/31/1988 23:59,1988,5,1988,8,0.061487603,198805
6/30/1988 23:59,1988,6,1988,9,0.059504132,198806
7/31/1988 23:59,1988,7,1988,10,0.061487603,198807
8/31/1988 23:59,1988,8,1988,11,0.061487603,198808
9/30/1988 23:59,1988,9,1988,12,0.059504132,198809
10/31/1988 23:59,1988,10,1989,1,0.061487603,198810
11/30/1988 23:59,1988,11,1989,2,0.059504132,198811
12/31/1988 23:59,1988,12,1989,3,0.061487603,198812
1/31/1989 23:59,1989,1,1989,4,0.061487603,198901
2/28/1989 23:59,1989,2,1989,5,0.05553719,198902
3/31/1989 23:59,1989,3,1989,6,0.061487603,198903
4/30/1989 23:59,1989,4,1989,7,0.059504132,198904
5/31/1989 23:59,1989,5,1989,8,0.061487603,198905
6/30/1989 23:59,1989,6,1989,9,0.059504132,198906
7/31/1989 23:59,1989,7,1989,10,0.061487603,198907
8/31/1989 23:59,1989,8,1989,11,0.061487603,198908
9/30/1989 23:59,1989,9,1989,12,0.059504132,198909
10/31/1989 23:59,1989,10,1990,1,0.061487603,198910
11/30/1989 23:59,1989,11,1990,2,0.059504132,198911
12/31/1989 23:59,1989,12,1990,3,0.061487603,198912
1/31/1990 23:59,1990,1,1990,4,0.061487603,199001
2/28/1990 23:59,1990,2,1990,5,0.05553719,199002
3/31/1990 23:59,1990,3,1990,6,0.061487603,199003
4/30/1990 23:59,1990,4,1990,7,0.059504132,199004
5/31/1990 23:59,1990,5,1990,8,0.061487603,199005
6/30/1990 23:59,1990,6,1990,9,0.059504132,199006
7/31/1990 23:59,1990,7,1990,10,0.061487603,199007
8/31/1990 23:59,1990,8,1990,11,0.061487603,199008
9/30/1990 23:59,1990,9,1990,12,0.059504132,199009
10/31/1990 23:59,1990,10,1991,1,0.061487603,199010
11/30/1990 23:59,1990,11,1991,2,0.059504132,199011
12/31/1990 23:59,1990,12,1991,3,0.061487603,199012
1/31/1991 23:59,1991,1,1991,4,0.061487603,199101
2/28/1991 23:59,1991,2,1991,5,0.05553719,199102
3/31/1991 23:59,1991,3,1991,6,0.061487603,199103
4/30/1991 23:59,1991,4,1991,7,0.059504132,199104
5/31/1991 23:59,1991,5,1991,8,0.061487603,199105
6/30/1991 23:59,1991,6,1991,9,0.059504132,199106
7/31/1991 23:59,1991,7,1991,10,0.061487603,199107
8/31/1991 23:59,1991,8,1991,11,0.061487603,199108
9/30/1991 23:59,1991,9,1991,12,0.059504132,199109
10/31/1991 23:59,1991,10,1992,1,0.061487603,199110
11/30/1991 23:59,1991,11,1992,2,0.059504132,199111
12/31/1991 23:59,1991,12,1992,3,0.061487603,199112
1/31/1992 23:59,1992,1,1992,4,0.061487603,199201
2/29/1992 23:59,1992,2,1992,5,0.057520661,199202
3/31/1992 23:59,1992,3,1992,6,0.061487603,199203
4/30/1992 23:59,1992,4,1992,7,0.059504132,199204
5/31/1992 23:59,1992,5,1992,8,0.061487603,199205
6/30/1992 23:59,1992,6,1992,9,0.059504132,199206
7/31/1992 23:59,1992,7,1992,10,0.061487603,199207
8/31/1992 23:59,1992,8,1992,11,0.061487603,199208
9/30/1992 23:59,1992,9,1992,12,0.059504132,199209
10/31/1992 23:59,1992,10,1993,1,0.061487603,199210
11/30/1992 23:59,1992,11,1993,2,0.059504132,199211
12/31/1992 23:59,1992,12,1993,3,0.061487603,199212
1/31/1993 23:59,1993,1,1993,4,0.061487603,199301
2/28/1993 23:59,1993,2,1993,5,0.05553719,199302
3/31/1993 23:59,1993,3,1993,6,0.061487603,199303
4/30/1993 23:59,1993,4,1993,7,0.059504132,199304
5/31/1993 23:59,1993,5,1993,8,0.061487603,199305
6/30/1993 23:59,1993,6,1993,9,0.059504132,199306
7/31/1993 23:59,1993,7,1993,10,0.061487603,199307
8/31/1993 23:59,1993,8,1993,11,0.061487603,199308
9/30/1993 23:59,1993,9,1993,12,0.059504132,199309
10/31/1993 23:59,1993,10,1994,1,0.061487603,199310
11/30/1993 23:59,1993,11,1994,2,0.059504132,199311
12/31/1993 23:59,1993,12,1994,3,0.061487603,199312
1/31/1994 23:59,1994,1,1994,4,0.061487603,199401
2/28/1994 23:59,1994,2,1994,5,0.05553719,199402
3/31/1994 23:59,1994,3,1994,6,0.061487603,199403
4/30/1994 23:59,1994,4,1994,7,0.059504132,199404
5/31/1994 23:59,1994,5,1994,8,0.061487603,199405
6/30/1994 23:59,1994,6,1994,9,0.059504132,199406
7/31/1994 23:59,1994,7,1994,10,0.061487603,199407
8/31/1994 23:59,1994,8,1994,11,0.061487603,199408
9/30/1994 23:59,1994,9,1994,12,0.059504132,199409
10/31/1994 23:59,1994,10,1995,1,0.061487603,199410
11/30/1994 23:59,1994,11,1995,2,0.059504132,199411
12/31/1994 23:59,1994,12,1995,3,0.061487603,199412
1/31/1995 23:59,1995,1,1995,4,0.061487603,199501
2/28/1995 23:59,1995,2,1995,5,0.05553719,199502
3/31/1995 23:59,1995,3,1995,6,0.061487603,199503
4/30/1995 23:59,1995,4,1995,7,0.059504132,199504
5/31/1995 23:59,1995,5,1995,8,0.061487603,199505
6/30/1995 23:59,1995,6,1995,9,0.059504132,199506
7/31/1995 23:59,1995,7,1995,10,0.061487603,199507
8/31/1995 23:59,1995,8,1995,11,0.061487603,199508
9/30/1995 23:59,1995,9,1995,12,0.059504132,199509
10/31/1995 23:59,1995,10,1996,1,0.061487603,199510
11/30/1995 23:59,1995,11,1996,2,0.059504132,199511
12/31/1995 23:59,1995,12,1996,3,0.061487603,199512
1/31/1996 23:59,1996,1,1996,4,0.061487603,199601
2/29/1996 23:59,1996,2,1996,5,0.057520661,199602
3/31/1996 23:59,1996,3,1996,6,0.061487603,199603
4/30/1996 23:59,1996,4,1996,7,0.059504132,199604
5/31/1996 23:59,1996,5,1996,8,0.061487603,199605
6/30/1996 23:59,1996,6,1996,9,0.059504132,199606
7/31/1996 23:59,1996,7,1996,10,0.061487603,199607
8/31/1996 23:59,1996,8,1996,11,0.061487603,199608
9/30/1996 23:59,1996,9,1996,12,0.059504132,199609
10/31/1996 23:59,1996,10,1997,1,0.061487603,199610
11/30/1996 23:59,1996,11,1997,2,0.059504132,199611
12/31/1996 23:59,1996,12,1997,3,0.061487603,199612
1/31/1997 23:59,1997,1,1997,4,0.061487603,199701
2/28/1997 23:59,1997,2,1997,5,0.05553719,199702
3/31/1997 23:59,1997,3,1997,6,0.061487603,199703
4/30/1997 23:59,1997,4,1997,7,0.059504132,199704
5/31/1997 23:59,1997,5,1997,8,0.061487603,199705
6/30/1997 23:59,1997,6,1997,9,0.059504132,199706
7/31/1997 23:59,1997,7,1997,10,0.061487603,199707
8/31/1997 23:59,1997,8,1997,11,0.061487603,199708
9/30/1997 23:59,1997,9,1997,12,0.059504132,199709
10/31/1997 23:59,1997,10,1998,1,0.061487603,199710
11/30/1997 23:59,1997,11,1998,2,0.059504132,199711
12/31/1997 23:59,1997,12,1998,3,0.061487603,199712
1/31/1998 23:59,1998,1,1998,4,0.061487603,199801
2/28/1998 23:59,1998,2,1998,5,0.05553719,199802
3/31/1998 23:59,1998,3,1998,6,0.061487603,199803
4/30/1998 23:59,1998,4,1998,7,0.059504132,199804
5/31/1998 23:59,1998,5,1998,8,0.061487603,199805
6/30/1998 23:59,1998,6,1998,9,0.059504132,199806
7/31/1998 23:59,1998,7,1998,10,0.061487603,199807
8/31/1998 23:59,1998,8,1998,11,0.061487603,199808
9/30/1998 23:59,1998,9,1998,12,0.059504132,199809
10/31/1998 23:59,1998,10,1999,1,0.061487603,199810
11/30/1998 23:59,1998,11,1999,2,0.059504132,199811
12/31/1998 23:59,1998,12,1999,3,0.061487603,199812
1/31/1999 23:59,1999,1,1999,4,0.061487603,199901
2/28/1999 23:59,1999,2,1999,5,0.05553719,199902
3/31/1999 23:59,1999,3,1999,6,0.061487603,199903
4/30/1999 23:59,1999,4,1999,7,0.059504132,199904
5/31/1999 23:59,1999,5,1999,8,0.061487603,199905
6/30/1999 23:59,1999,6,1999,9,0.059504132,199906
7/31/1999 23:59,1999,7,1999,10,0.061487603,199907
8/31/1999 23:59,1999,8,1999,11,0.061487603,199908
9/30/1999 23:59,1999,9,1999,12,0.059504132,199909
10/31/1999 23:59,1999,10,2000,1,0.061487603,199910
11/30/1999 23:59,1999,11,2000,2,0.059504132,199911
12/31/1999 23:59,1999,12,2000,3,0.061487603,199912
1/31/2000 23:59,2000,1,2000,4,0.061487603,200001
2/29/2000 23:59,2000,2,2000,5,0.057520661,200002
3/31/2000 23:59,2000,3,2000,6,0.061487603,200003
4/30/2000 23:59,2000,4,2000,7,0.059504132,200004
5/31/2000 23:59,2000,5,2000,8,0.061487603,200005
6/30/2000 23:59,2000,6,2000,9,0.059504132,200006
7/31/2000 23:59,2000,7,2000,10,0.061487603,200007
8/31/2000 23:59,2000,8,2000,11,0.061487603,200008
9/30/2000 23:59,2000,9,2000,12,0.059504132,200009
10/31/2000 23:59,2000,10,2001,1,0.061487603,200010
11/30/2000 23:59,2000,11,2001,2,0.059504132,200011
12/31/2000 23:59,2000,12,2001,3,0.061487603,200012
1/31/2001 23:59,2001,1,2001,4,0.061487603,200101
2/28/2001 23:59,2001,2,2001,5,0.05553719,200102
3/31/2001 23:59,2001,3,2001,6,0.061487603,200103
4/30/2001 23:59,2001,4,2001,7,0.059504132,200104
5/31/2001 23:59,2001,5,2001,8,0.061487603,200105
6/30/2001 23:59,2001,6,2001,9,0.059504132,200106
7/31/2001 23:59,2001,7,2001,10,0.061487603,200107
8/31/2001 23:59,2001,8,2001,11,0.061487603,200108
9/30/2001 23:59,2001,9,2001,12,0.059504132,200109
10/31/2001 23:59,2001,10,2002,1,0.061487603,200110
11/30/2001 23:59,2001,11,2002,2,0.059504132,200111
12/31/2001 23:59,2001,12,2002,3,0.061487603,200112
1/31/2002 23:59,2002,1,2002,4,0.061487603,200201
2/28/2002 23:59,2002,2,2002,5,0.05553719,200202
3/31/2002 23:59,2002,3,2002,6,0.061487603,200203
4/30/2002 23:59,2002,4,2002,7,0.059504132,200204
5/31/2002 23:59,2002,5,2002,8,0.061487603,200205
6/30/2002 23:59,2002,6,2002,9,0.059504132,200206
7/31/2002 23:59,2002,7,2002,10,0.061487603,200207
8/31/2002 23:59,2002,8,2002,11,0.061487603,200208
9/30/2002 23:59,2002,9,2002,12,0.059504132,200209
10/31/2002 23:59,2002,10,2003,1,0.061487603,200210
11/30/2002 23:59,2002,11,2003,2,0.059504132,200211
12/31/2002 23:59,2002,12,2003,3,0.061487603,200212
1/31/2003 23:59,2003,1,2003,4,0.061487603,200301
2/28/2003 23:59,2003,2,2003,5,0.05553719,200302
3/31/2003 23:59,2003,3,2003,6,0.061487603,200303
4/30/2003 23:59,2003,4,2003,7,0.059504132,200304
5/31/2003 23:59,2003,5,2003,8,0.061487603,200305
6/30/2003 23:59,2003,6,2003,9,0.059504132,200306
7/31/2003 23:59,2003,7,2003,10,0.061487603,200307
8/31/2003 23:59,2003,8,2003,11,0.061487603,200308
9/30/2003 23:59,2003,9,2003,12,0.059504132,200309
10/31/2003 23:59,2003,10,2004,1,0.061487603,200310
11/30/2003 23:59,2003,11,2004,2,0.059504132,200311
12/31/2003 23:59,2003,12,2004,3,0.061487603,200312
1/31/2004 23:59,2004,1,2004,4,0.061487603,200401
2/29/2004 23:59,2004,2,2004,5,0.057520661,200402
3/31/2004 23:59,2004,3,2004,6,0.061487603,200403
4/30/2004 23:59,2004,4,2004,7,0.059504132,200404
5/31/2004 23:59,2004,5,2004,8,0.061487603,200405
6/30/2004 23:59,2004,6,2004,9,0.059504132,200406
7/31/2004 23:59,2004,7,2004,10,0.061487603,200407
8/31/2004 23:59,2004,8,2004,11,0.061487603,200408
9/30/2004 23:59,2004,9,2004,12,0.059504132,200409
10/31/2004 23:59,2004,10,2005,1,0.061487603,200410
11/30/2004 23:59,2004,11,2005,2,0.059504132,200411
12/31/2004 23:59,2004,12,2005,3,0.061487603,200412
1/31/2005 23:59,2005,1,2005,4,0.061487603,200501
2/28/2005 23:59,2005,2,2005,5,0.05553719,200502
3/31/2005 23:59,2005,3,2005,6,0.061487603,200503
4/30/2005 23:59,2005,4,2005,7,0.059504132,200504
5/31/2005 23:59,2005,5,2005,8,0.061487603,200505
6/30/2005 23:59,2005,6,2005,9,0.059504132,200506
7/31/2005 23:59,2005,7,2005,10,0.061487603,200507
8/31/2005 23:59,2005,8,2005,11,0.061487603,200508
9/30/2005 23:59,2005,9,2005,12,0.059504132,200509
10/31/2005 23:59,2005,10,2006,1,0.061487603,200510
